month,Elegibilidad,Vulnerability_Category,Demographics.HH.Head,Demographics.Language,Demographics.Profiles,Demographics.Documentation,Needs_and_Coping.BasicNeeds,Needs_and_Coping.Housing,Needs_and_Coping.Neg.mechanism,Needs_and_Coping.Dependency,OficinaACNUR,NumIntegrantes,dependencyCategory,FemaleHeadedHousehold,CuidadorSolo,HablaEspanol,Analfabeta_si,ScoreCOMAR_PIL,ScoreIntenciones,ScoreDuplicidad,Demographics_Score,NeedsandCoping_Score,Vulnerability_Score,FinalScore,EligibilityTarget
2024-06,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,sotap,4,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.702282231,26.85846924,2.949114914,32.912105216863374,EXCLUSION
2023-06,Lista de Reserva,Vulnerabilidad Severa,2.700708215,1.0,3.251728045,1.0,1.776038647,2.117608696,2.580217391,1.043888889,fupal,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,0.0,0,0,24.2379543,28.09152966,3.505494188,52.20547205133984,EXCLUSION
2024-02,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,21.88512181,2.610810239,21.18083670503239,EXCLUSION
2024-06,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,0.0,2.0,0.0,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Moderada,1.0,1.525552408,1.0,1.0,1.776038647,2.117608696,1.790108696,1.043888889,sotap,3,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,3.741369748,22.50821784,2.739565922,25.645651649551347,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.117608696,2.580217391,2.544987923,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,44.04383881,3.428755821,49.5444324087312,EXCLUSION
2023-12,Elegible,Vulnerabilidad Moderada,1.0,2.051104816,3.251728045,1.0,1.0,1.0,1.790108696,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,20.39367297,6.061858428,2.776221171,26.9167435217761,INCLUSION
2024-05,Lista de Reserva,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.498900966,1.0,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,4.243121443,2.317924185,11.024541927318626,EXCLUSION
2023-12,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.117608696,1.0,1.0,sotap,3,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,14.06650994,2.392594036,13.61383558362086,INCLUSION
2023-08,Elegible,Vulnerabilidad Moderada,1.0,2.051104816,1.0,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,21.88512181,2.807542403,28.002848502865827,INCLUSION
2023-09,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,14.16503897,2.395343965,13.709193850906429,INCLUSION
2023-08,No Elegible por Intenciones,Vulnerabilidad Baja,1.0,2.051104816,1.0,1.0,1.0,1.498900966,1.0,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,3.815111519,2.303211315,10.514349213040497,EXCLUSION
2023-10,No Elegible,Vulnerabilidad Severa,2.700708215,2.051104816,2.578385269,1.564135978,1.0,2.117608696,1.0,2.544987923,pcr_cdmx,3,average,jefatura_femenina,no,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,39.44321718,18.76190405,3.697703903,58.87066656783652,EXCLUSION
2023-06,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,14.16503897,2.395343965,13.709193850906429,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.0,1.790108696,1.043888889,pcr_cdmx,5,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,6.702282231,6.061858428,2.368684842,12.78475013740434,EXCLUSION
2023-08,Elegible,Vulnerabilidad Severa,2.700708215,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.0,fupal,5,high,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,-500,0,20.97871872,32.12448674,3.521039349,52.74452349934838,INCLUSION
2023-08,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,pcr_cdmx,2,average,jefatura_masculina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,14.16503897,2.395343965,13.709193850906429,EXCLUSION
2024-04,Lista de Reserva,Vulnerabilidad Moderada,1.0,1.0,2.578385269,1.0,1.776038647,2.117608696,1.790108696,1.0,foten,3,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,8.975915299,21.88512181,2.877986279,30.44560593426951,EXCLUSION
2023-07,No Elegible por Duplicidad,Vulnerabilidad Moderada,2.700708215,1.0,2.578385269,1.0,1.0,1.498900966,1.0,1.0,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,0.0,0,0,20.97871872,3.815111519,2.730929228,25.34617228233538,EXCLUSION
2024-02,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,sotap,3,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,14.16503897,2.395343965,13.709193850906429,EXCLUSION
2024-06,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.117608696,2.580217391,1.0,sotap,2,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,27.40879931,2.764975192,26.526756739404888,EXCLUSION
2024-06,Lista de Reserva,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,1.498900966,2.580217391,2.544987923,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.702282231,37.43330939,3.244257006,43.14663643599621,EXCLUSION
2024-03,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.498900966,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,17.10850297,2.477495573,16.55793423592243,INCLUSION
2024-06,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.738466184,sotap,2,average,jefatura_masculina,no,espanol_ningun_adulto,adultos_uno_mas_analfabeta,0.0,0,0,6.702282231,42.19960637,3.37728359,47.75954921288284,EXCLUSION
2024-01,No Elegible,Vulnerabilidad Moderada,1.0,2.051104816,1.0,1.0,1.0,2.117608696,2.580217391,1.0,sotap,3,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,18.94985465,2.725619567,25.162041175341784,EXCLUSION
2023-10,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,1.498900966,2.580217391,2.544987923,foten,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,6.702282231,37.43330939,3.244257006,43.14663643599621,EXCLUSION
2023-12,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,sotap,3,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,14.16503897,2.395343965,13.709193850906429,INCLUSION
2023-09,Elegible,Vulnerabilidad Severa,2.700708215,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,20.97871872,32.12448674,3.521039349,52.74452349934838,INCLUSION
2023-09,No Elegible,Vulnerabilidad Severa,2.700708215,1.0,2.578385269,1.0,1.776038647,2.117608696,1.790108696,2.544987923,sotap,4,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,20.97871872,37.06714366,3.658988111,57.52812077700585,EXCLUSION
2023-08,Elegible,Vulnerabilidad Elevada,1.0,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,4,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,32.85812825,3.184241129,41.06549005402387,INCLUSION
2024-04,Lista de Reserva,Vulnerabilidad Elevada,2.070141643,1.0,2.578385269,1.0,1.776038647,2.117608696,2.580217391,1.043888889,sotap,3,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,17.46888676,28.09152966,3.304006918,45.2185691488351,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Severa,2.700708215,1.525552408,3.251728045,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,0.0,0,0,30.67858802,32.85812825,3.830240336,63.46657648585837,EXCLUSION
2024-06,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,3,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2023-09,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,0.0,17.15905947,2.478906597,16.60686377719593,INCLUSION
2024-01,No Elegible,Vulnerabilidad Elevada,1.0,1.525552408,2.578385269,1.0,1.776038647,2.117608696,1.790108696,1.0,sotap,2,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,13.7168894,21.88512181,3.019105558,35.33914932281379,EXCLUSION
2023-07,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.0,1.0,sotap,4,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,7.392265486,2.206316944,7.154374990395034,EXCLUSION
2023-09,Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,3,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,32.85812825,3.116564434,38.71868920026256,INCLUSION
2023-10,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.564135978,1.776038647,2.823478261,2.580217391,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,3.975239986,32.12448674,3.014915798,35.19385581620953,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Severa,2.070141643,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,2.544987923,sotap,2,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,17.46888676,50.0,3.915468811,66.42200300482355,EXCLUSION
2024-04,Elegible,Vulnerabilidad Elevada,2.070141643,1.525552408,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,fupal,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,11.1900528,26.85846924,3.082697365,37.54429673054436,INCLUSION
2024-06,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,1.498900966,2.580217391,1.738466184,fupal,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,0.0,-500,0,0.0,30.77500505,2.858925454,29.78463461248595,EXCLUSION
2023-08,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,2.578385269,1.0,1.776038647,2.117608696,1.790108696,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,17.46888676,22.50821784,3.148177581,39.81493388651453,EXCLUSION
2024-04,Elegible,Vulnerabilidad Elevada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,32.85812825,2.917065088,31.80072082478675,INCLUSION
2024-04,No Elegible,Vulnerabilidad Elevada,1.0,1.0,2.578385269,1.564135978,1.776038647,2.823478261,1.0,1.0,sotap,3,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,0.0,0,0,14.01324416,17.78726377,2.913556258,31.67905620493059,EXCLUSION
2024-03,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2023-07,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.498900966,1.0,1.0,pcr_cdmx,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,3.815111519,2.10647915,3.692337415207061,EXCLUSION
2023-09,Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,2.117608696,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,14.16503897,2.395343965,13.709193850906429,INCLUSION
2023-12,Elegible,Vulnerabilidad Elevada,1.0,1.525552408,1.0,1.564135978,1.776038647,2.823478261,1.790108696,1.0,fupal,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,8.159313021,26.18890898,2.973797402,33.768011573443424,INCLUSION
2024-05,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,3.251728045,1.0,1.776038647,1.0,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,11.51832969,12.01413641,2.678165869,23.51651054394368,EXCLUSION
2023-08,No Elegible por Duplicidad,Vulnerabilidad Moderada,2.070141643,1.0,1.0,1.0,1.776038647,2.117608696,1.790108696,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,22.50821784,2.827700095,28.70184925716677,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.564135978,1.776038647,1.0,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,3.975239986,17.15905947,2.597233124,20.7100309611854,EXCLUSION
2023-07,Elegible,Vulnerabilidad Elevada,1.0,2.051104816,2.578385269,1.0,1.776038647,2.823478261,1.790108696,1.0,foten,1,low,,,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,17.3510839,26.18890898,3.247398574,43.25558283110052,INCLUSION
2024-03,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,0.0,26.18890898,2.730928248,25.34612370011462,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.498900966,1.0,1.043888889,sotap,5,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,4.243121443,2.317924185,11.024541927318626,EXCLUSION
2024-01,Elegible por Proceso Acelerado,Vulnerabilidad Baja,1.0,1.0,2.578385269,1.0,1.776038647,1.0,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,12.01413641,2.602488661,20.89227871542691,INCLUSION
2024-01,No Elegible,Vulnerabilidad Baja,1.0,1.0,2.578385269,1.0,1.0,1.0,1.790108696,1.043888889,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,0.0,0,0,8.975915299,6.061858428,2.436361537,15.13155099116565,EXCLUSION
2024-05,No Elegible por Intenciones,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.117608696,2.580217391,1.043888889,fomon,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,28.09152966,2.784030087,27.18751614401154,EXCLUSION
2024-07,No Elegible,Vulnerabilidad Elevada,1.0,2.051104816,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,sotap,3,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,0.0,0,0,6.609317356,32.12448674,3.093321436,37.9127004300535,EXCLUSION
2023-12,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.790108696,1.043888889,,1,low,,,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,0.0,0,0,0.0,6.061858428,2.169185496,5.866781761928531,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Severa,2.700708215,1.0,3.251728045,1.0,1.776038647,2.823478261,1.790108696,2.544987923,sotap,2,average,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,24.2379543,42.50305317,3.907717497,66.15321832326453,EXCLUSION
2024-01,No Elegible,Vulnerabilidad Elevada,1.0,1.0,2.578385269,1.0,1.776038647,2.823478261,1.790108696,1.043888889,sotap,3,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,-500,0,8.975915299,26.85846924,3.016791609,35.25890607062468,EXCLUSION
2024-04,No Elegible,Vulnerabilidad Elevada,2.070141643,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,2,complete,jefatura_femenina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,32.85812825,3.116564434,38.71868920026256,EXCLUSION
2023-06,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.498900966,1.790108696,1.0,sotap,2,low,jefatura_masculina,no,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,0.0,10.02735341,2.279861825,9.70466314991279,EXCLUSION
2023-10,Elegible,Vulnerabilidad Moderada,2.070141643,1.0,1.0,1.0,1.776038647,1.498900966,2.580217391,1.043888889,sotap,2,low,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,22.80125306,2.835878661,28.985454310751948,INCLUSION
2023-06,No Elegible,Vulnerabilidad Moderada,1.0,1.525552408,2.578385269,1.0,1.776038647,1.498900966,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,500.0,0,0,13.7168894,17.10850297,2.885790892,30.71624685370383,EXCLUSION
2023-10,Elegible,Vulnerabilidad Baja,1.0,1.525552408,1.249197356,1.0,1.0,1.0,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,-500.0,0,0,5.877094669,5.614422911,2.331634552,11.499970619844198,INCLUSION
2023-11,No Elegible,Vulnerabilidad Moderada,2.700708215,1.0,2.578385269,1.0,1.776038647,1.0,1.0,1.0,futij,3,low,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,20.97871872,5.532745347,2.778868113,27.008530936116514,EXCLUSION
2023-10,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.790108696,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,26.85846924,2.749615568,25.99413684138756,EXCLUSION
2024-06,Lista de Reserva,Vulnerabilidad Elevada,2.070141643,1.0,2.578385269,1.0,1.776038647,2.823478261,2.580217391,1.043888889,fupal,4,average,jefatura_femenina,no,espanol_uno_mas_adultos,adultos_uno_mas_analfabeta,,0,0,17.46888676,32.85812825,3.43704192,49.83177382961031,EXCLUSION
2024-01,No Elegible,Vulnerabilidad Baja,1.0,2.051104816,1.0,1.0,1.776038647,1.0,1.790108696,1.0,pcr_cdmx,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,6.609317356,12.01413641,2.532044784,18.449521284023227,EXCLUSION
2023-10,Lista de Reserva,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,2.823478261,1.0,1.0,pcr_cdmx,4,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,17.78726377,2.496439678,17.21485183461763,EXCLUSION
2023-08,No Elegible,Vulnerabilidad Moderada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.0,sotap,1,low,,,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,0.0,32.12448674,2.896589272,31.09068863222006,EXCLUSION
2023-11,Lista de Reserva,Vulnerabilidad Moderada,2.070141643,1.0,2.578385269,1.0,1.0,1.498900966,1.790108696,1.043888889,sotap,2,average,jefatura_masculina,no,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,17.46888676,10.52243148,2.813656206,28.214862117365684,EXCLUSION
2023-09,No Elegible,Vulnerabilidad Elevada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.043888889,fupal,1,low,,,espanol_ningun_adulto,adultos_uno_mas_analfabeta,,0,0,0.0,32.85812825,2.917065088,31.80072082478675,EXCLUSION
2023-07,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.776038647,1.0,2.580217391,1.0,sotap,4,low,jefatura_masculina,no,espanol_ningun_adulto,adultos_ninguno_analfabeta,,0,0,0.0,16.59309681,2.46311067,16.059114361557388,EXCLUSION
2024-06,Lista de Reserva,Vulnerabilidad Baja,2.070141643,1.0,1.0,1.0,1.0,1.0,1.790108696,1.043888889,pcr_cdmx,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,6.702282231,6.061858428,2.368684842,12.78475013740434,EXCLUSION
2023-08,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.790108696,1.0,fupal,3,low,jefatura_masculina,si,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,5.614422911,2.156697643,5.433745167301109,EXCLUSION
2024-03,Lista de Reserva,Vulnerabilidad Elevada,1.0,1.0,1.0,1.0,1.776038647,2.823478261,2.580217391,1.043888889,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,0.0,0,0,0.0,32.85812825,2.917065088,31.80072082478675,EXCLUSION
2023-06,Lista de Reserva,Vulnerabilidad Moderada,1.0,1.0,2.578385269,1.0,1.776038647,1.498900966,1.790108696,1.0,sotap,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,8.975915299,17.10850297,2.744671614,25.82270346515955,EXCLUSION
2024-05,No Elegible,Vulnerabilidad Baja,1.0,1.0,1.0,1.0,1.0,1.0,1.790108696,1.043888889,fupal,1,low,,,espanol_uno_mas_adultos,adultos_ninguno_analfabeta,,0,0,0.0,6.061858428,2.169185496,5.866781761928531,EXCLUSION
